1590761760.0489533,0,0,0,0.16
1590761765.528049,0,0,0,0.15
1590761770.771584,0,0,0,0.14
1590761775.0299952,0,0,0,0.12
1590761780.2894247,0,0,0,0.11
1590761785.5208752,0,0,0,0.1
1590761790.7828264,0,0,0,0.1
1590761795.0635426,0,0,0,0.09
1590761800.3235881,0,0,0,0.08
1590761805.6247976,0,0,0,0.07
1590761810.9076004,0,0,0,0.07
1590761816.3908143,0,1,0,0.06
1590761821.7504954,0,1,0,0.06
1590761826.1264613,0,1,0,0.13
1590761831.5073721,0,1,0,0.12
1590761836.8529758,0,1,0,0.18
1590761842.2292576,0,1,0,0.17
1590761847.5976408,0,1,0,0.15
1590761852.9592717,0,1,0,0.14
1590761858.3670485,0,1,0,0.13
1590761863.7404163,0,1,0,0.12
1590761868.1197736,0,0,1,0.19
1590761873.5105705,0,0,0,0.41
1590761878.8511045,0,0,0,0.38
1590761884.1197028,0,0,0,0.35
1590761889.405059,0,41,26,2.0
1590761895.3026893,0,0,52,4.09
1590761901.8734162,0,0,66,7.22
1590761908.7826622,0,0,99,8.96
1590761920.916367,0,100,100,8.03
1590761946.3882446,0,0,138,15.57
1590761958.8702366,0,0,99,14.13
1590761970.9518433,0,0,97,13.11
1590761981.567325,0,0,100,13.73
1590761996.3826075,0,75,79,14.04
1590762009.8193731,0,0,60,13.74
1590762019.5332053,0,0,86,14.73
1590762028.5386088,0,0,115,16.45
1590762038.183944,0,0,112,16.98
1590762058.677467,0,100,84,15.51
1590762075.8196251,0,6,65,14.29
1590762084.8090398,0,0,36,12.94
1590762092.0914333,0,0,24,11.88
1590762098.61341,0,0,30,11.97
1590762105.484476,0,0,57,12.53
1590762112.5130231,0,0,88,14.72
1590762119.780007,0,0,100,14.83
1590762135.3327594,0,100,87,14.2
1590762154.787688,0,0,89,14.28
1590762164.9502237,0,0,48,12.94
1590762172.3549936,0,0,44,12.26
1590762180.568886,0,0,71,12.48
1590762188.4021585,0,0,97,14.64
1590762196.5551066,0,0,89,13.71
1590762204.9228957,0,0,77,12.36
1590762214.1824923,0,0,61,12.21
1590762224.226516,0,0,43,13.72
1590762229.5513992,0,0,33,13.18
1590762234.464409,0,0,23,12.93
1590762239.852398,0,0,14,12.05
1590762245.563537,0,0,4,11.25
1590762250.7272477,0,0,0,10.51
1590762255.2316694,0,0,0,9.75
1590762260.6957812,0,1,0,9.04
1590762265.0927842,0,1,0,8.4
1590762270.466178,0,1,0,7.81
1590762275.8363566,0,1,0,7.26
1590762281.2191577,0,0,1,6.76
1590762286.610211,0,0,0,6.38
1590762291.98438,0,0,0,5.7
1590762297.2403772,0,0,0,5.33
1590762302.4931324,0,0,0,4.98
1590762307.7625458,0,0,0,4.66
1590762312.015287,0,0,0,4.45
1590762317.2666411,0,0,0,4.25
1590762322.504842,0,0,0,3.99
1590762327.7497323,0,0,0,3.75
1590762332.9966888,0,0,0,3.53
1590762338.2521203,0,0,0,3.33
1590762343.4979467,0,0,0,3.14
1590762348.748011,0,0,0,2.97
1590762353.028393,0,0,0,2.89
1590762358.2807171,0,0,0,2.74
1590762363.5297692,0,0,0,2.76
1590762368.7807913,0,0,0,2.62
1590762373.036527,0,0,0,2.57
1590762378.2953622,0,0,0,2.44
1590762383.5490775,0,0,0,2.41
1590762388.792418,0,0,0,2.3
1590762393.0426905,0,0,0,2.27
1590762398.293701,0,0,0,2.17
1590762403.5525358,0,0,0,2.16
