1590841067, 0
1590841072, 0
1590841077, 0
1590841082, 0
1590841087, 0
1590841092, 0
1590841097, 0
1590841102, 0
1590841107, 0
1590841112, 0
1590841117, 0
1590841122, 0
1590841127, 0
1590841132, 0
1590841137, 0
1590841142, 0
1590841147, 0
1590841152, 0
1590841157, 0
1590841162, 0
1590841167, 0
1590841172, 0
1590841177, 0
1590841183, 0
1590841188, 0
1590841193, 0
1590841198, 3
1590841203, 1
1590841208, 8
1590841213, 0
1590841218, 0
1590841223, 0
1590841228, 0
1590841233, 0
1590841238, 0
1590841243, 0
1590841248, 0
1590841253, 0
1590841258, 0
1590841263, 0
1590841268, 0
1590841273, 0
1590841278, 0
1590841283, 0
1590841288, 0
1590841293, 0
1590841298, 0
1590841303, 0
1590841308, 0
1590841313, 0
1590841319, 0
1590841324, 0
1590841329, 0
1590841334, 0
1590841339, 0
1590841344, 0
1590841349, 0
1590841354, 0
1590841359, 0
1590841364, 0
1590841369, 0
1590841374, 0
1590841379, 0
1590841384, 0
1590841389, 0
1590841394, 0
1590841399, 0
1590841404, 0
1590841409, 0
1590841414, 0
1590841419, 0
1590841424, 0
1590841429, 0
1590841434, 0
1590841439, 0
1590841444, 0
1590841449, 0
1590841454, 0
1590841459, 0
1590841464, 0
1590841469, 0
1590841474, 0
1590841479, 0
1590841484, 0
1590841490, 0
1590841495, 0
1590841500, 0
1590841505, 0
1590841510, 0
1590841515, 0
1590841520, 0
1590841525, 0
1590841530, 0
1590841535, 0
1590841540, 0
1590841545, 0
1590841550, 0
1590841555, 0
1590841560, 0
1590841565, 0
1590841570, 0
1590841575, 0
1590841580, 0
1590841585, 0
1590841590, 0
1590841595, 0
1590841600, 0
1590841605, 0
1590841610, 0
1590841615, 0
1590841620, 0
1590841625, 0
1590841630, 0
1590841635, 0
1590841640, 0
1590841645, 0
1590841650, 0
1590841655, 0
1590841660, 0
1590841666, 0
1590841671, 0
1590841676, 0
1590841681, 0
1590841686, 0
1590841691, 0
1590841696, 0
1590841701, 0
1590841706, 0
1590841711, 0
1590841716, 0
1590841721, 0
1590841726, 0
1590841731, 0
1590841736, 0
1590841741, 0
1590841746, 0
1590841751, 0
1590841756, 0
1590841761, 0
1590841766, 0
1590841771, 0
1590841776, 0
1590841781, 0
1590841786, 0
1590841791, 0
1590841796, 0
1590841801, 0
1590841806, 0
1590841811, 0
1590841816, 0
1590841821, 0
1590841826, 0
1590841831, 0
1590841836, 0
1590841841, 0
1590841847, 0
1590841852, 0
1590841857, 0
1590841862, 0
1590841867, 0
1590841872, 0
1590841877, 0
1590841882, 0
1590841887, 0
1590841892, 0
1590841897, 0
1590841902, 0
1590841907, 0
1590841912, 0
1590841917, 0
1590841922, 0
1590841927, 0
1590841932, 0
1590841937, 0
1590841942, 0
1590841947, 0
1590841952, 0
1590841957, 0
1590841962, 0
1590841967, 0
1590841972, 0
1590841977, 0
1590841982, 0
1590841987, 0
1590841992, 0
1590841997, 0
1590842002, 0
1590842007, 0
1590842013, 0
1590842018, 0
1590842023, 0
1590842028, 0
1590842033, 0
1590842038, 0
1590842043, 0
1590842048, 0
1590842053, 0
1590842058, 0
1590842063, 0
1590842068, 0
1590842073, 0
1590842078, 0
1590842083, 0
1590842088, 0
1590842093, 0
1590842098, 0
1590842103, 0
1590842108, 0
1590842113, 0
1590842118, 0
1590842123, 0
1590842128, 0
1590842133, 0
1590842138, 0
1590842143, 0
1590842148, 0
1590842154, 0
1590842159, 2
1590842164, 8
1590842169, 8
1590842174, 0
1590842179, 6
1590842184, 0
1590842189, 0
1590842194, 0
1590842199, 0
1590842204, 0
1590842209, 0
1590842214, 0
1590842219, 0
1590842224, 0
1590842229, 0
1590842234, 0
1590842239, 0
1590842244, 2
1590842249, 1
1590842254, 0
1590842260, 0
1590842265, 0
1590842270, 0
1590842275, 0
1590842280, 0
1590842285, 0
1590842290, 8
1590842295, 2
1590842300, 1
1590842305, 6
1590842310, 2
1590842315, 0
1590842320, 0
1590842325, 0
1590842330, 0
1590842335, 0
1590842340, 0
1590842345, 0
1590842350, 0
1590842355, 0
1590842361, 0
1590842366, 0
1590842371, 0
1590842376, 5
1590842381, 3
1590842386, 0
1590842391, 0
1590842396, 0
1590842401, 0
1590842406, 0
1590842411, 0
1590842416, 0
1590842421, 0
1590842426, 0
1590842431, 0
1590842436, 5
1590842441, 4
1590842446, 8
1590842451, 8
1590842456, 0
1590842461, 0
1590842467, 0
1590842472, 0
1590842477, 0
1590842482, 0
1590842487, 0
1590842492, 0
1590842497, 0
1590842502, 0
1590842507, 1
1590842512, 8
1590842517, 3
1590842522, 0
1590842527, 0
1590842532, 0
1590842537, 0
1590842542, 0
1590842547, 0
1590842552, 0
1590842557, 0
1590842562, 0
1590842567, 0
1590842572, 0
1590842577, 0
1590842582, 0
1590842587, 0
1590842592, 0
1590842597, 0
1590842603, 0
1590842608, 0
1590842613, 0
1590842618, 0
1590842623, 0
1590842628, 0
1590842633, 0
1590842638, 0
