1591101964.0794976,0,0,0,0.42
1591101969.5516202,0,0,0,0.71
1591101974.7634807,0,0,0,0.73
1591101980.0040953,0,0,0,0.83
1591101985.244316,0,0,0,0.93
1591101990.48101,0,0,0,1.01
1591101995.7196243,0,0,0,1.09
1591102000.9782445,0,0,0,1.16
1591102006.216104,0,0,0,1.23
1591102011.4507675,0,0,0,1.29
1591102016.6927862,0,0,0,1.35
1591102021.9308867,0,0,0,1.4
1591102027.1692748,0,0,0,1.45
1591102032.4109917,0,0,0,1.5
1591102037.647976,0,0,0,1.45
1591102042.886135,0,0,0,1.42
1591102048.1506083,0,0,0,1.3
1591102053.4024024,0,0,0,1.2
1591102058.625635,0,0,0,1.09
1591102063.872364,0,0,0,1.08
1591102069.1306863,0,0,0,0.99
1591102074.3877022,0,0,0,1.0
1591102079.5993502,0,0,0,0.91
1591102084.8356557,0,0,0,0.92
1591102089.0891032,0,0,0,0.85
1591102094.3371987,0,0,0,0.86
1591102099.5851805,0,0,0,0.79
1591102104.842238,0,0,0,0.73
1591102109.0867891,0,0,0,0.75
1591102114.3468716,0,0,0,0.69
1591102119.5915983,0,0,0,0.71
1591102124.8571906,0,0,0,0.66
1591102130.1181884,0,0,0,0.68
1591102135.3824239,0,0,0,0.71
1591102140.6426158,0,0,0,0.73
1591102145.9378488,0,0,0,0.75
1591102151.195424,0,0,0,0.77
1591102156.454559,0,0,0,0.71
1591102161.7276561,0,0,0,0.66
1591102166.1877255,0,1,0,0.6
1591102171.561043,0,1,0,0.63
1591102176.889575,0,1,0,0.58
1591102182.255203,0,1,0,0.54
1591102187.6313956,0,1,0,0.49
1591102192.9827754,0,0,1,0.45
1591102198.3309836,0,0,0,0.42
1591102203.676345,0,0,0,0.58
1591102208.9049401,100,100,0,0.53
1591102215.4545202,0,11,32,1.45
1591102221.168733,0,0,53,3.34
1591102227.6545982,0,0,85,4.67
1591102234.5449429,0,0,100,5.81
1591102247.6956472,100,100,97,5.47
1591102268.7592843,0,82,63,9.17
1591102280.1027896,0,46,46,8.91
1591102288.5588887,0,38,38,8.78
1591102296.192481,0,38,31,8.48
1591102303.032593,0,38,38,8.52
1591102309.6843026,0,38,47,9.25
1591102316.4161086,0,38,62,9.63
1591102323.6375391,0,38,56,9.34
1591102330.7794142,0,0,80,10.52
1591102340.992754,0,0,85,13.83
1591102353.6125202,100,80,66,12.92
1591102366.2178192,0,48,68,12.33
1591102379.5310876,0,38,86,13.52
1591102389.3306727,0,38,79,12.82
1591102399.3138926,0,38,66,11.85
1591102410.6684477,0,38,47,11.08
1591102417.9138184,0,38,34,10.76
1591102423.7135882,0,38,23,9.72
1591102428.3053484,0,38,15,9.72
1591102433.3191838,0,38,6,9.18
1591102438.3999488,0,10,3,8.76
1591102443.253952,0,0,35,10.54
1591102451.2217386,100,100,38,10.26
1591102460.0059116,0,100,38,9.06
1591102468.8922825,0,100,38,7.97
1591102481.4817963,0,100,21,8.57
1591102489.368054,0,100,8,7.79
1591102496.4086246,0,100,0,7.33
1591102502.6287267,0,71,8,6.9
1591102509.187148,0,0,42,9.04
1591102515.4712703,0,0,74,10.32
1591102522.4319513,0,0,99,11.73
1591102534.5501578,100,100,100,9.7
1591102560.7852664,0,100,57,13.81
1591102571.983281,0,55,43,12.6
1591102580.2613907,0,43,24,11.58
1591102587.624807,0,43,24,11.13
1591102594.4242308,0,43,34,10.74
1591102601.319398,0,43,57,11.48
1591102608.1844606,0,43,57,10.8
1591102614.8986244,0,43,57,9.52
1591102622.6829824,0,43,53,9.32
1591102636.263962,0,43,35,11.51
1591102641.446991,0,0,24,11.15
1591102646.2809744,0,0,24,10.74
1591102651.7645845,0,0,25,10.36
1591102656.1739662,0,0,33,10.33
1591102661.4402156,0,0,43,10.78
1591102666.4573271,0,0,43,10.16
1591102671.6878183,0,0,43,9.59
1591102676.9678705,0,0,43,8.98
1591102682.2379854,0,0,42,8.5
1591102687.5719714,0,0,36,8.46
1591102693.0325592,0,0,27,8.82
1591102698.9662874,0,0,16,8.95
1591102704.829489,0,0,6,8.48
1591102710.9976919,0,0,0,7.88
1591102716.7088366,0,0,0,7.49
1591102721.1730607,0,1,0,6.97
1591102726.5230656,0,1,0,6.57
1591102731.8759897,0,1,0,6.2
1591102737.2533817,0,1,0,5.79
1591102742.6271455,0,1,0,5.4
1591102747.0166585,0,1,0,5.21
1591102752.3860085,0,1,0,4.87
1591102757.7679796,0,1,0,4.56
1591102762.1243558,0,0,0,4.28
1591102767.4539127,0,0,0,4.01
1591102772.7985904,0,0,0,3.77
1591102777.0321734,0,0,0,3.55
1591102782.2815378,0,0,0,3.35
1591102787.5415769,0,0,0,3.16
1591102792.7894013,0,0,0,2.98
1591102797.0294452,0,0,0,2.83
1591102802.2679546,0,0,0,2.68
1591102807.5102334,0,0,0,2.54
1591102812.7549412,0,0,0,2.42
1591102817.0258045,0,0,0,2.31
1591102822.2664914,0,0,0,2.2
1591102827.5211692,0,0,0,2.1
1591102832.7709563,0,0,0,2.02
1591102837.0146892,0,0,0,1.93
1591102842.2571828,0,0,0,1.86
1591102847.5163727,0,0,0,1.79
